Date Open High Low Close Volume Adjusted DeltaVolPerc DeltaVolElder OBV VolSize RSI14 RSI14L1 RSI14L2 DeltaRSI14 DeltaRSI14L2 DiffRSI14L1 DiffRSI14L2 MA10 DeltaMA10 MA10L1 MA20 DeltaMA20 DeltaMA20M10 MACD Signal DeltaMACD DeltaSignal GapUp GapDown ReturnL1 ReturnL2 Return Decision
2007-01-18 3.289286 3.289643 3.180357 3.181071 2364605600 2.731319 0.436350029764436 high 28303.912 high NA NA NA NA NA NA NA 3.2760357 0.00577837325594457 3.2572143 NA NA NA NA NA NA NA FALSE TRUE -0.0221422048256314 0.0262099745330818 -0.0619273380002955 Down
2007-01-19 3.165357 3.201786 3.147143 3.160714 1364473600 2.713841 -0.422959329877253 medium 14659.176 high NA NA NA NA NA NA NA 3.2861785 0.00309605905698759 3.2760357 NA NA NA NA NA NA NA FALSE TRUE -0.0619273380002955 -0.0221422048256314 -0.00639941705167856 Down
2007-01-22 3.183571 3.184286 3.058929 3.099643 1454026000 2.661405 0.0656314640312572 medium 118.915999999999 high NA NA NA NA NA NA NA 3.2923928 0.00189104152437243 3.2861785 NA NA NA NA NA NA NA FALSE FALSE -0.00639941705167856 -0.0619273380002955 -0.0193219000516972 Down
2007-01-23 3.061786 3.125357 3.053929 3.060714 1207424400 2.627979 -0.169599168102909 low -11955.328 high NA NA NA NA NA NA NA 3.2932142 0.000249484204922186 3.2923928 NA NA NA NA NA NA NA FALSE TRUE -0.0193219000516972 -0.00639941705167856 -0.0125591882678102 Up
2007-01-24 3.095714 3.1125 3.074286 3.096429 927813600 2.658645 -0.231576237816629 low -2677.192 medium 54.577039675455 NA NA NA NA NA NA 3.27225 -0.00636587805311915 3.2932142 NA NA NA NA NA NA NA TRUE FALSE -0.0125591882678102 -0.0193219000516972 0.0116688458967418 Down
2007-01-25 3.111071 3.160714 3.0725 3.080357 905973600 2.644845 -0.0235392108932225 low -11736.928 medium 53.7547147043867 54.577039675455 NA -0.0150672329602018 NA -0.822324971068255 NA 3.2338571 -0.0117328749331499 3.27225 NA NA NA NA NA NA NA FALSE FALSE 0.0116688458967418 -0.0125591882678102 -0.00519049524468357 Down
2007-01-26 3.111071 3.120357 3.035357 3.049286 986874000 2.618167 0.0892966417564485 low -21605.668 medium 52.1197593587548 53.7547147043867 54.577039675455 -0.0304151059981062 -0.0450240674707253 -1.63495534563188 -2.45728031670014 3.1966428 -0.0115077131886873 3.2338571 NA NA NA NA NA NA NA FALSE FALSE -0.00519049524468357 0.0116688458967418 -0.0100868178590988 Up
2007-01-29 3.082143 3.094643 3.054643 3.069286 901664400 2.635339 -0.0863429373962634 low -12589.024 medium 53.1084119821389 52.1197593587548 53.7547147043867 0.0189688639308354 -0.0120231820743908 0.988652623384105 -0.646302722247775 3.1656428 -0.00969767407231102 3.1966428 NA NA NA NA NA NA NA FALSE FALSE -0.0100868178590988 -0.00519049524468357 0.00655891247983955 Down
2007-01-30 3.086786 3.088929 3.044643 3.055357 577970400 2.62338 -0.35899609655211 low -18368.728 medium 52.2984753297985 53.1084119821389 52.1197593587548 -0.015250628330082 0.00342894850710031 -0.809936652340475 0.17871597104363 3.1243928 -0.0130305289023764 3.1656428 NA NA NA NA NA NA NA FALSE FALSE 0.00655891247983955 -0.0100868178590988 -0.00453818901203735 Up
2007-01-31 3.030714 3.071429 3.0125 3.061786 856069200 2.6289 0.481164433334302 low -9808.036 medium 52.657354646284 52.2984753297985 53.1084119821389 0.00686213726542514 -0.00849314296964188 0.358879316485528 -0.451057335854948 3.0914643 -0.0105391678024607 3.1243928 3.1743393 NA 0.0828750000000005 NA NA NA NA FALSE FALSE -0.00453818901203735 0.00655891247983955 0.00210417309663003 Down
2007-02-01 3.079643 3.081071 3.026429 3.026429 664342000 2.598542 -0.22396226847082 low -16451.456 medium 50.4110998989834 52.657354646284 52.2984753297985 -0.0426579489681811 -0.0360885364040371 -2.2462547473006 -1.88737543081507 3.0760001 -0.00500222499739048 3.0914643 3.1760179 0.000528802954365821 0.1000178 NA NA NA NA FALSE FALSE 0.00210417309663003 -0.00453818901203735 -0.0115478351524242 Up
2007-02-02 3.004286 3.044643 2.989286 3.026786 621530000 2.598849 -0.0644427117358228 low -10236.156 medium 50.4340910405803 50.4110998989834 52.657354646284 0.000456073000647891 -0.0422213311063206 0.02299114159689 -2.22326360570371 3.0626073 -0.00435396604831063 3.0760001 3.1743929 -0.000511646990402594 0.111785600000001 NA NA NA NA FALSE FALSE -0.0115478351524242 0.00210417309663003 0.000117960804631519 Down
2007-02-05 3.010714 3.043929 2.997857 2.997857 578852400 2.574009 -0.0686653902466494 low -16024.68 medium 48.4728780736668 50.4340910405803 50.4110998989834 -0.0388866523902541 -0.0384483145418469 -1.96121296691347 -1.93822182531658 3.0524287 -0.0033235080449262 3.0626073 3.17241075 -0.000624418609303325 0.11998205 NA NA NA NA FALSE FALSE 0.000117960804631519 -0.0115478351524242 -0.00955766281461582 Up
2007-02-06 3.016071 3.016786 2.959286 3.005357 864393600 2.580449 0.493288444515389 medium -7380.74400000001 medium 49.0263036307588 48.4728780736668 50.4340910405803 0.0114172209096173 -0.0279134089814118 0.553425557091998 -1.40778740982147 3.046893 -0.00181353949397745 3.0524287 3.1700536 -0.000743015386642592 0.1231606 NA NA NA NA FALSE FALSE -0.00955766281461582 0.000117960804631519 0.00250178710992547 Up
